ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
2016 ES28,22.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ET28,21.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EU28,25.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EV28,28.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EG55,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EH55,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EJ55,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EO55,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EP55,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EG56,22.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EJ56,21.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EK56,22.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EL56,21.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EO56,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EP56,24.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EK84,21.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EL84,19.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EM84,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EN84,20.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EO84,22.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EP84,27.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EQ84,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ES84,20.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EU84,29.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EV84,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EB85,21.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EC85,18.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ED85,17.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EE85,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EF85,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EG85,26.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EH85,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EJ85,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EK85,25.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EO85,19.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EP85,22.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EQ85,27.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ER85,27.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ES85,29.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ET85,25.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EU85,19.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EW85,27.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EC86,21.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ED86,25.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EE86,22.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EF86,25.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EG86,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EP86,20.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ER155,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ES155,24.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EU155,24.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EB156,21.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ED156,23.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EE156,17.89,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EF156,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EG156,21.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EJ156,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EK156,24.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EL156,23.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EM156,27.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EN156,27.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EO156,28.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EC157,23.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ED157,24.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EE157,20.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EF157,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EH157,21.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EJ157,23.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EK157,23.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EL157,27.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EM157,26.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EN157,28.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EZ157,18.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EA158,21.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EB158,20.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EC158,21.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ED158,22.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EE158,23.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EF158,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EG158,27.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EH158,21.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EJ158,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EK158,20.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EL158,20.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EN158,21.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EC195,21.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 ED195,18.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EE195,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EF195,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 EX202,25.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FA,25.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FB,23.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FC,26.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FD,20.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FC1,29.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FD1,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FE1,20.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FF1,23.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FX2,23.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FY2,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FZ2,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FJ3,22.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FK3,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FT3,20.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FU3,22.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FW3,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FY3,21.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FB4,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FT6,20.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FU6,28.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FV6,24.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FV7,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FX7,26.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FB12,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FC12,24.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FD12,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FE12,20.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FF12,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FH12,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FL12,26.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FO12,22.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FP12,25.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FQ12,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FR12,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FS12,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FT12,25.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FU12,26.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FV12,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FY12,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FZ12,26.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FA13,22.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FB13,26.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FC13,22.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FE13,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FF13,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FL13,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FM13,24.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FN13,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FO13,22.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FP13,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FQ13,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FR13,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FS13,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FT13,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FU13,22.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FV13,25.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FW13,29.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FX13,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FY13,24.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FZ13,28.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FA14,27.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FB14,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FC14,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FF14,27.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FG14,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FH14,25.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FJ14,20.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FK14,20.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FL14,25.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FS14,25.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FT14,24.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FV14,23.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FW14,20.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FY14,19.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FA15,22.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FB15,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FC15,21.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FD15,21.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FE15,28.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FF15,19.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FG15,19.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FD22,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FG39,26.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FH39,24.26,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FJ39,22.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FK39,23.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FL39,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FN56,24.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FG60,21.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FH60,23.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FJ60,25.22,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FL60,23.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FQ60,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FR60,29.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FM151,22.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 FC168,24.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD,26.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GT,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GU,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GV,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GW,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GX,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GY,26.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GZ,24.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GA1,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GB1,21.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC1,26.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD1,22.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GE1,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GF1,26.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GG1,26.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GH1,27.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GV1,24.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GB2,26.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC2,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD2,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GE2,21.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GF2,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GG2,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GK2,27.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GL2,23.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GM2,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GN2,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GQ2,20.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GR2,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GS2,22.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GT2,25.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GU2,24.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GV2,24.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GW2,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GX2,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GY2,26.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GA3,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GH3,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GJ3,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GX15,17.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC134,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD134,23.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GE134,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GF134,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GG134,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GH134,22.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GJ134,23.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GK134,27.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GL134,24.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GM134,26.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GN134,30.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GO134,27.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GP134,22.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GQ134,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GS134,27.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC135,23.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD135,21.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GE135,23.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GF135,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GG135,20.78,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GH135,22.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GJ135,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GK135,28.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GL135,20.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GM135,22.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GK206,21.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GL206,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GM206,20.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GN206,20.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GO206,26.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GP206,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GA207,23.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC207,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD207,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GF207,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GZ215,21.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GF216,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GG216,23.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GU216,18.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GV216,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GW216,22.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GN220,19.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GP220,22.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GQ220,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GR220,24.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GS220,22.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GU220,20.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GV220,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GW220,26.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GX220,28.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GY220,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GZ220,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GA221,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GB221,22.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC221,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GN221,20.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GP221,25.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GT221,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GU221,20.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GV221,25.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GW221,24.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GX221,21.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GY221,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GZ221,21.78,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GA222,20.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GB222,26.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC222,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD222,25.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GK222,21.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GL222,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GZ240,23.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GB241,19.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GD241,21.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GF241,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 GC252,29.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HA,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HB,24.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HE,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HF,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HK,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HM,20.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HN,22.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HO,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HF2,26.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HM2,21.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HN2,23.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HO2,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HC3,20.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HD3,27.83,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HE3,24.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HF3,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HL3,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HM3,25.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HN3,21.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HP3,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HV3,20.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HX3,21.33,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HO6,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HP6,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HR6,24.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HS6,20.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HT6,25.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HE19,26.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HF19,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HG19,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HH19,26.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HJ19,20.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HK19,21.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HO19,20.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HP19,19.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HQ19,23.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HS19,20.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HT19,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HX23,26.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 HY23,26.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JA,27.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JB,27.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JE,21.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JG,24.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JH,27.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JM,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JN,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JO,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JQ,22.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JS,21.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JT,24.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JV,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JE5,24.19,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JN5,23.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JO5,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JP5,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JQ5,28.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JR5,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JS5,30.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JT5,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JU5,26.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JV5,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JW5,21.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JX5,26.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2016 JY5,27.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
